raw_comp_writers_text,CLEAN_TEXT,split_phrases
Nathaniel Pierre Jones,,['Nathaniel Pierre Jones']
A LYYTINEN ERJA ANNELI/C LYYTINEN ERJA ANNELI/PA ERJA LYYTINEN & HEIKKI SILVENNOINEN,LYYTINEN ERJ/ANNELI/C LYYTINEN ERJ/ANNELI/P/ERJ/LYYTINEN & HEIKKI SILVENNOINEN,"['A LYYTINEN ERJA ANNELI', 'C LYYTINEN ERJA ANNELI', 'PA ERJA LYYTINEN', 'HEIKKI SILVENNOINEN']"
"[""VICTOR CORDERO AURRECOECHEA""]",VICTOR CORDERO AURRECOECHEA,"['[""VICTOR CORDERO AURRECOECHEA""]']"
Chuck Wild,Chuck Wild,['Chuck Wild']
A. R. Rahman/Irshad Kamil,A. R. Rahman/Irshad Kamil,"['A. R. Rahman', 'Irshad Kamil']"
Mel London,Mel London,['Mel London']
Tiê/Rita Wainer/André Whoong/Adriano Cintra/Giuseppe Anastasi/Érico Theobaldo,Tiê/Rita Wainer/André Whoong/Adriano Cintra/Giuseppe Anastasi/Érico Theobaldo,"['Tiê', 'Rita Wainer', 'André Whoong', 'Adriano Cintra', 'Giuseppe Anastasi', 'Érico Theobaldo']"
Dean Rodell/Tim Eliot,,"['Dean Rodell', 'Tim Eliot']"
Anónimo,,['Anónimo']
Andre Lamont Smith,,['Andre Lamont Smith']
Tomi Kita,,['Tomi Kita']
Phil Collins,Phil Collins,['Phil Collins']
Lil Tracy,Lil Tracy,['Lil Tracy']
Sándor Dömötör/Zsolt Márk Vályi,Sándor Dömötör/Zsolt Márk Vályi,"['Sándor Dömötör', 'Zsolt Márk Vályi']"
Shevchenko Aleksander Aleksandrovich/Krutoy Igor Yakovlevich,Shevchenko Aleksander Aleksandrovich/Krutoy Igor Yakovlevich,"['Shevchenko Aleksander Aleksandrovich', 'Krutoy Igor Yakovlevich']"
DJ WJ/DJ DIOGO AGUILAR,DJ WJ/DJ DIOGO AGUILAR,"['DJ WJ', 'DJ DIOGO AGUILAR']"
Domingo Gomez,Domingo Gomez,['Domingo Gomez']
Bill Lloyd/Sanna Huerta,Bill Lloyd/Sanna Huerta,"['Bill Lloyd', 'Sanna Huerta']"
CA KEENER DAVID,KEENER/DAVID,['CA KEENER DAVID']
我想喝飲料,,['我想喝飲料']
Irving Batalla Batalla,Irving Batalla Batalla,['Irving Batalla Batalla']
"<Unknown>/Woodley, Cameron",Woodley/Cameron,"['<Unknown>', 'Woodley', 'Cameron']"
Stacie Kawaii,Stacie Kawaii,['Stacie Kawaii']
Ahmet Zappa/Frank Zappa/Joe Travers,Ahmet Zappa,"['Ahmet Zappa', 'Frank Zappa', 'Joe Travers']"
Ignacio de Pablo,Ignacio de Pablo,['Ignacio de Pablo']
"Hivo Music Ltd., Nnamdi Anya, Sodamola Oluseye & Sunday Nweke",Hivo Music Ltd/Nnamdi Anya/Sodamola Oluseye/ Sunday Nweke,"['Hivo Music Ltd.', 'Nnamdi Anya', 'Sodamola Oluseye', 'Sunday Nweke']"
Noel Gallagher,,['Noel Gallagher']
LUH DOODIE,LUH DOODIE,['LUH DOODIE']
"Ademo,N.O.S",Ademo/N.O.S,"['Ademo', 'N.O.S']"
J. C. Ericsson,J. C. Ericsson,['J. C. Ericsson']
Sybersound/Finneas O'Connell/Billie Eilish O'Connell,,"['Sybersound', ""Finneas O'Connell"", ""Billie Eilish O'Connell""]"
Lauren Daigle/Paul Duncan/Paul Mabury,Lauren Daigle/Paul Duncan/Paul Mabury,"['Lauren Daigle', 'Paul Duncan', 'Paul Mabury']"
Vincenzo Avitabile,Vincenzo Avitabile,['Vincenzo Avitabile']
Siyabend El,Siyabend El,['Siyabend El']
P. Clavi/Mieczyslaw Wojnicki,P. Clavi/Mieczyslaw Wojnicki,"['P. Clavi', 'Mieczyslaw Wojnicki']"
Gustavo Cerati/Richard Coleman/Zeta Bosio,Gustavo Cerati/Richard Coleman/Zeta Bosio,"['Gustavo Cerati', 'Richard Coleman', 'Zeta Bosio']"
"Raymon Marines, Jesus Raul Ortega Jr & Albert Marines",,"['Raymon Marines', 'Jesus Raul Ortega Jr', 'Albert Marines']"
Víctor Cordero,Víctor Cordero,['Víctor Cordero']
Captain Dan & the Scurvy Crew,Captain Dan & the Scurvy Crew,"['Captain Dan', 'the Scurvy Crew']"
Yngwie Malmsteen,Yngwie Malmsteen,['Yngwie Malmsteen']
Pexande,Pexande,['Pexande']
The First Station/Mingazov Marat Firdusovich,The First Station/Mingazov Marat Firdusovich,"['The First Station', 'Mingazov Marat Firdusovich']"
Miguel Lopes,Miguel Lopes,['Miguel Lopes']
Walter Gervers/Jimmy Smith/Jack Bevan/Yannis Philippakis,,"['Walter Gervers', 'Jimmy Smith', 'Jack Bevan', 'Yannis Philippakis']"
Levan Basharuli,Levan Basharuli,['Levan Basharuli']
Morgan Heritage,Morgan Heritage,['Morgan Heritage']
Denis Maksimov & StudioKolomna,Denis Maksimov/StudioKolomna,"['Denis Maksimov', 'StudioKolomna']"
LouisAura/Downtown Music Publishing,LouisAura,"['LouisAura', 'Downtown Music Publishing']"
Kai Hansen/Ralf Scheepers/Uwe Wessel,Kai Hansen/Ralf Scheepers/Uwe Wessel,"['Kai Hansen', 'Ralf Scheepers', 'Uwe Wessel']"
Dove Attia,Dove Attia,['Dove Attia']
Farzad Farzin/Yaha Kashani/Anooshirvan Taghavi,,"['Farzad Farzin', 'Yaha Kashani', 'Anooshirvan Taghavi']"
Charles Trenet,Charles Trenet,['Charles Trenet']
Tom Hodge/Franz Kirmann,Tom Hodge/Franz Kirmann,"['Tom Hodge', 'Franz Kirmann']"
Alexander & Williams,,"['Alexander', 'Williams']"
Max Wolfgang/Sam Ryder/Jon Green,Max Wolfgang/Sam Ryder/Jon Green,"['Max Wolfgang', 'Sam Ryder', 'Jon Green']"
Tomasz Oreł & Łukasz Skalik,Tomasz Oreł/Łukasz Skalik,"['Tomasz Oreł', 'Łukasz Skalik']"
Billy Gould/Roddy Bottum/Mike Bordin/Jim Martin/Mike Patton,Billy Gould/Roddy Bottum/Mike Bordin/Jim Martin/Mike Patton,"['Billy Gould', 'Roddy Bottum', 'Mike Bordin', 'Jim Martin', 'Mike Patton']"
682 Bxby,,['682 Bxby']
Uttam Singh & Anand Bakshi,Uttam Singh/Anand Bakshi,"['Uttam Singh', 'Anand Bakshi']"
MCSB Team/Copyright Control,MCSB Team,"['MCSB Team', 'Copyright Control']"
Chester Bennington/Rob Bourdon/Brad Delson/Dave Farrell/Mike Shinoda,Chester Bennington/Rob Bourdon/Brad Delson/Dave Farrell/Mike Shinoda,"['Chester Bennington', 'Rob Bourdon', 'Brad Delson', 'Dave Farrell', 'Mike Shinoda']"
Bryan Contreras,Bryan Contreras,['Bryan Contreras']
黃瑋中,,['黃瑋中']
Richard Strauss,Richard Strauss,['Richard Strauss']
Sammy Serious,Sammy Serious,['Sammy Serious']
Michael Andrew Delph,Michael Andrew Delph,['Michael Andrew Delph']
Jesús Plata Osorio/Jesús López Esparza/Eduardo Plata Osorio/Uriel Alejandro Tenorio Martínez,Jesús Plata Osorio/Jesús López Esparza/Eduardo Plata Osorio/Uriel Alejandro Tenorio Martínez,"['Jesús Plata Osorio', 'Jesús López Esparza', 'Eduardo Plata Osorio', 'Uriel Alejandro Tenorio Martínez']"
Adam Gubman,Adam Gubman,['Adam Gubman']
Виктор Цой,,['Виктор Цой']
Fredrik Nils Thomander/Wikstroem/Steve Lee/Thomander/Lee/Anders Rune Wikstroem/Leo Leoni/Leoni/Mary Susan Applegate/Applegate/Wickstroem,Fredrik/Nils/Thomander/Wikstroem/Steve/Lee/Anders/Rune/Wikstroem/Leo/Leoni/Mary/Susan/Applegate,"['Fredrik Nils Thomander', 'Wikstroem', 'Steve Lee', 'Thomander', 'Lee', 'Anders Rune Wikstroem', 'Leo Leoni', 'Leoni', 'Mary Susan Applegate', 'Applegate', 'Wickstroem']"
Cvetaeva M./T. Artamonova,Cvetaeva M/T. Artamonova,"['Cvetaeva M.', 'T. Artamonova']"
Powderfinger,Powderfinger,['Powderfinger']
Kobe Borowetz & Makenna Kuzyk,Kobe Borowetz/Makenna Kuzyk,"['Kobe Borowetz', 'Makenna Kuzyk']"
Adilson Geovany Bandi Bulica,Adilson Geovany Bandi Bulica,['Adilson Geovany Bandi Bulica']
"AViVA,Jacob Skinkle",AViVA/Jacob Skinkle,"['AViVA', 'Jacob Skinkle']"
Dan Phillipson,Dan Phillipson,['Dan Phillipson']
Rekids Publishing/Nina Valerievna Chliyants,Nina Valerievna Chliyants,"['Rekids Publishing', 'Nina Valerievna Chliyants']"
Inez Janiak/Mateusz Przybylski,Inez Janiak/Mateusz Przybylski,"['Inez Janiak', 'Mateusz Przybylski']"
佐野広明,,['佐野広明']
Emmanuel Okon,Emmanuel Okon,['Emmanuel Okon']
Salil Chowdhury,Salil Chowdhury,['Salil Chowdhury']
CA CROSSAN ALEXANDER GEORGE EDWARD/CA HEADFORD ALEXANDER ROBERT/CA JEFFREY DIVA-SACHY ANASTHASIA/CA STEADMAN JACK WILLIAM THOMAS/CA STUBBINGS REBECCA/PA JADU HEART & MURA MASA,CROSSAN ALEXANDER GEORGE EDWARD/HEADFORD ALEXANDER ROBERT/JEFFREY DIVA-SACHY ANASTHASIA/STEADMAN JACK WILLIAM THOMAS/STUBBINGS REBECCA/JADU HEART/MURA MASA,"['CA CROSSAN ALEXANDER GEORGE EDWARD', 'CA HEADFORD ALEXANDER ROBERT', 'CA JEFFREY DIVA-SACHY ANASTHASIA', 'CA STEADMAN JACK WILLIAM THOMAS', 'CA STUBBINGS REBECCA', 'PA JADU HEART', 'MURA MASA']"
Rob Halford/Kenneth Downing/Glenn Tipton,Rob Halford/Kenneth Downing/Glenn Tipton,"['Rob Halford', 'Kenneth Downing', 'Glenn Tipton']"
Andrei Nemirschi/Marcel Prodan,Andrei Nemirschi/Marcel Prodan,"['Andrei Nemirschi', 'Marcel Prodan']"
Биллер Богдан Викторович,,['Биллер Богдан Викторович']
Carlos Cres,Carlos Cres,['Carlos Cres']
M.A.K.U SoundSystem/World Music Network,M.A.K.U SoundSystem,"['M.A.K.U SoundSystem', 'World Music Network']"
Francesco Manfredini,Francesco Manfredini,['Francesco Manfredini']
Phạm Duy/Ngọc Chánh,Phạm Duy/Ngọc Chánh,"['Phạm Duy', 'Ngọc Chánh']"
Marco Rinaldo,Marco Rinaldo,['Marco Rinaldo']
Hilma Simonis & Dillon Kutch,Hilma Simonis/Dillon Kutch,"['Hilma Simonis', 'Dillon Kutch']"
40 Key,40 Key,['40 Key']
D.Stojkovic Bosanac,D.Stojkovic Bosanac,['D.Stojkovic Bosanac']
Erols-Enroc-Music/Juan Maldonado Fernandez,Juan Maldonado Fernandez,"['Erols-Enroc-Music', 'Juan Maldonado Fernandez']"
Kraig Smith & Black Metaphor,Kraig Smith /Black Metaphor,"['Kraig Smith', 'Black Metaphor']"
Pepe Guízar,Pepe Guízar,['Pepe Guízar']
Carbert 50%/Moon Mullican/Trio Music Co. 50%,Moon Mullican,"['Carbert 50%', 'Moon Mullican', 'Trio Music Co. 50%']"
Alan Jay Lerner/Frederick Loewe,Alan Jay Lerner/Frederick Loewe,"['Alan Jay Lerner', 'Frederick Loewe']"
GREEN,GREEN,['GREEN']
増子司,,['増子司']
Yuvan Shankar Raja,Yuvan Shankar Raja,['Yuvan Shankar Raja']
Airam Paez,Airam Paez,['Airam Paez']
久石譲,,['久石譲']
John Fogerty,John Fogerty,['John Fogerty']
BOOK  DAN STEVEN/GOLDSTEIN  ANDREW MAXWELL/OVERSTREET  CHORD,BOOK  DAN STEVEN/GOLDSTEIN  ANDREW MAXWELL/OVERSTREET  CHORD,"['BOOK  DAN STEVEN', 'GOLDSTEIN  ANDREW MAXWELL', 'OVERSTREET  CHORD']"
Jimmy Reed,Jimmy Reed,['Jimmy Reed']
Giuseppe Verdi/Antonio Ghislanzoni,Giuseppe Verdi/Antonio Ghislanzoni,"['Giuseppe Verdi', 'Antonio Ghislanzoni']"
Ciro Paniagua,Ciro Paniagua,['Ciro Paniagua']
Gaetano Donizetti/Salvatore Cammarano,Gaetano Donizetti,"['Gaetano Donizetti', 'Salvatore Cammarano']"
David Bühl,David Bühl,['David Bühl']
Fakhir Naeem,Fakhir Naeem,['Fakhir Naeem']
Laurent Eyquem,Laurent Eyquem,['Laurent Eyquem']
Thomas Karallus/Edel Germany GmbH,Thomas Karallus,"['Thomas Karallus', 'Edel Germany GmbH']"
ElChinito & CAIZ ㅤ,ElChinito/CAIZ,"['ElChinito', 'CAIZ ㅤ']"
ALMO MUSIC/Universal Music Pub Ltd,,"['ALMO MUSIC', 'Universal Music Pub Ltd']"
Heinrich Schütz,Heinrich Schütz,['Heinrich Schütz']
Anly Panouvong,Anly Panouvong,['Anly Panouvong']
Eduard Kolmanovsky & Konstantin Vanshenkin,Eduard Kolmanovsky/Konstantin Vanshenkin,"['Eduard Kolmanovsky', 'Konstantin Vanshenkin']"
Yoshimi Hishida/Phillip Buckley,Yoshimi Hishida/Phillip Buckley,"['Yoshimi Hishida', 'Phillip Buckley']"
Giulio Caccini,Giulio Caccini,['Giulio Caccini']
Dean Richardson/Tom Green/Alex Monty/Tom Hutton,Dean Richardson/Tom Green/Alex Monty/Tom Hutton,"['Dean Richardson', 'Tom Green', 'Alex Monty', 'Tom Hutton']"
Yanina Gisel Barra Urbina,Yanina Gisel Barra Urbina,['Yanina Gisel Barra Urbina']
Natanael Bocachica & Eric Torres Rivera,Natanael Bocachica/Eric Torres Rivera,"['Natanael Bocachica', 'Eric Torres Rivera']"
Evi Droutsa/Giorgos Theofanous,Evi Droutsa/Giorgos Theofanous,"['Evi Droutsa', 'Giorgos Theofanous']"
Ndifor Achu,Ndifor Achu,['Ndifor Achu']
Aurelie Philogene,Aurelie Philogene,['Aurelie Philogene']
Roderick Thomas,Roderick Thomas,['Roderick Thomas']
Nhật Ngân,,['Nhật Ngân']
ROBERTSON,ROBERTSON,['ROBERTSON']
Robert Plant/John Bonham/Jimmy Page/John Paul Jones,,"['Robert Plant', 'John Bonham', 'Jimmy Page', 'John Paul Jones']"
H. Bushby,H. Bushby,['H. Bushby']
Jaan Nisar Akhtar/O. P. Nayyar,,"['Jaan Nisar Akhtar', 'O. P. Nayyar']"
Jerko Novak,Jerko Novak,['Jerko Novak']
César Isella/Armando Tejada Gómez,César Isella/Armando Tejada Gómez,"['César Isella', 'Armando Tejada Gómez']"
Trey Anastasio/Stephen Harris/Dave Matthews,Dave Matthews,"['Trey Anastasio', 'Stephen Harris', 'Dave Matthews']"
Tony Hiller/Colin Michael Frechter,Tony Hiller/Colin Michael Frechter,"['Tony Hiller', 'Colin Michael Frechter']"
Fred Fisher,Fred Fisher,['Fred Fisher']
Steve Naghavi,Steve Naghavi,['Steve Naghavi']
Philip Abram Dickey/John Robert Cardwell/William Lincoln Knauer,Philip Abram Dickey/John Robert Cardwell/William Lincoln Knauer,"['Philip Abram Dickey', 'John Robert Cardwell', 'William Lincoln Knauer']"
Eric Mercury/William D. “Smitty” Smith,Eric Mercury/William D. “Smitty” Smith,"['Eric Mercury', 'William D. “Smitty” Smith']"
Murda Brasi,Murda Brasi,['Murda Brasi']
織田哲郎/上杉昇,,"['織田哲郎', '上杉昇']"
Demarro Worley,Demarro Worley,['Demarro Worley']
DJ TASAKA,DJ TASAKA,['DJ TASAKA']
Gaspare Spontini,Gaspare Spontini,['Gaspare Spontini']
Adrian Galvin/AdrianGalvinSongs/Michael Maramag (Blackbirdblackbird)/St Music Llc adminstered by Songtrust,Adrian Galvin,"['Adrian Galvin', 'AdrianGalvinSongs', 'Michael Maramag', 'Blackbirdblackbird', 'St Music Llc adminstered by Songtrust']"
Robert Hunter,Robert Hunter,['Robert Hunter']
Se Wan Jeon,Se Wan Jeon,['Se Wan Jeon']
Travis Meeks,Travis Meeks,['Travis Meeks']
Matti Vehmas,Matti Vehmas,['Matti Vehmas']
Ebk Eski,Ebk Eski,['Ebk Eski']
"Jennifer Decilveo,Andra Day",Jennifer Decilveo/Andra Day,"['Jennifer Decilveo', 'Andra Day']"
Way Beats/Tflow,Way Beats/Tflow,"['Way Beats', 'Tflow']"
Jesus R.,Jesus R.,['Jesus R.']
Rikard Sjöblom,Rikard Sjöblom,['Rikard Sjöblom']
Carlos J Trooper,Carlos J Trooper,['Carlos J Trooper']
Argenis Santos,,['Argenis Santos']
Georges Brassens/Javier Krahe,Georges Brassens/Javier Krahe,"['Georges Brassens', 'Javier Krahe']"
Oleg Vladi,Oleg Vladi,['Oleg Vladi']
Noizy/Elgit Doda/Laidi Saliasi,Noizy/Elgit Doda/Laidi Saliasi,"['Noizy', 'Elgit Doda', 'Laidi Saliasi']"
Jairo Varela,Jairo Varela,['Jairo Varela']
DP & Singh Ji,Singh Ji,"['DP', 'Singh Ji']"
Katie Gregson MacLeod,Katie Gregson MacLeod,['Katie Gregson MacLeod']
Cristian Paduraru,Cristian Paduraru,['Cristian Paduraru']
Ric Ocasek,Ric Ocasek,['Ric Ocasek']
James Walton,James Walton,['James Walton']
Chinelo Annen-Dixon & Weabloo,,"['Chinelo Annen-Dixon', 'Weabloo']"
Mark Holiday & Trendsetter,Mark Holiday /Trendsetter,"['Mark Holiday', 'Trendsetter']"
صلاح الورفلي,,['صلاح الورفلي']
Jeremy Quainton,Jeremy Quainton,['Jeremy Quainton']
LUCKI,LUCKI,['LUCKI']
Sado Khan & Ayan Kakar,Sado Khan/Ayan Kakar,"['Sado Khan', 'Ayan Kakar']"
MITSAKIS GIORGOS (STEFANOU),MITSAKIS GIORGOS,"['MITSAKIS GIORGOS', 'STEFANOU']"
R. Peña/S. Figueroa/J. Jaxon,,"['R. Peña', 'S. Figueroa', 'J. Jaxon']"
Rampal/Jagdish koshik,Rampal/Jagdish koshik,"['Rampal', 'Jagdish koshik']"
Yamil Rezc,Yamil Rezc,['Yamil Rezc']
โสฬส ปุณกะบุตร,,['โสฬส ปุณกะบุตร']
Margit Sandemo,Margit Sandemo,['Margit Sandemo']
Jacob Nygaard,Jacob Nygaard,['Jacob Nygaard']
Dominic Fyfe/Martha de Francisco/Ludwig van Beethoven,Dominic Fyfe/Martha de Francisco/Ludwig van Beethoven,"['Dominic Fyfe', 'Martha de Francisco', 'Ludwig van Beethoven']"
Sugu Arulpragasam/Justine Frischmann/M.I.A.,,"['Sugu Arulpragasam', 'Justine Frischmann', 'M.I.A.']"
Gauriprasanna Majumdar/Hridayanath Mangeshkar,,"['Gauriprasanna Majumdar', 'Hridayanath Mangeshkar']"
M.M. Keeravani,M.M. Keeravani,['M.M. Keeravani']
Carman/Brown Bannister,Carman/Brown Bannister,"['Carman', 'Brown Bannister']"
Jonathan Cain & Steve Perry,Jonathan Cain/Steve Perry,"['Jonathan Cain', 'Steve Perry']"
"<Unknown>/Ousey, Chris",Ousey/Chris,"['<Unknown>', 'Ousey', 'Chris']"
Lukas Berger,Lukas Berger,['Lukas Berger']
Mario Javier Coto,Mario Javier Coto,['Mario Javier Coto']
Ifthi & Vinayak Sasikumar,Ifthi/Vinayak Sasikumar,"['Ifthi', 'Vinayak Sasikumar']"
George Kalaedopoulos/Valerio Vaudano,George Kalaedopoulos/Valerio Vaudano,"['George Kalaedopoulos', 'Valerio Vaudano']"
Jerae Tyri Prather,Jerae Tyri Prather,['Jerae Tyri Prather']
"Soulja Boy,​​Hoopstar Beats",Soulja Boy/Hoopstar Beats,"['Soulja Boy', '\u200b\u200bHoopstar Beats']"
"Punchmade Dev,OBN Dev,DevTakeFlight",Punchmade Dev/DevTakeFlight,"['Punchmade Dev', 'OBN Dev', 'DevTakeFlight']"
The The,,['The The']
Adella/Catherine Steinberg,Adella/Catherine Steinberg,"['Adella', 'Catherine Steinberg']"
David Matthews,David Matthews,['David Matthews']
Peter Blegvad,,['Peter Blegvad']
Pete Ham/Tom Evans/Mike Gibbins/Ron Griffiths/Tony Visconti,Pete Ham/Tom Evans/Mike Gibbins/Ron Griffiths/Tony Visconti,"['Pete Ham', 'Tom Evans', 'Mike Gibbins', 'Ron Griffiths', 'Tony Visconti']"
TNY & LUQ,TNY & LUQ,"['TNY', 'LUQ']"
A. Miselli,A. Miselli,['A. Miselli']
Manuel S. Acuna,Manuel S. Acuna,['Manuel S. Acuna']
Gurmeet Singh & Happy Raikoti,Gurmeet Singh/Happy Raikoti,"['Gurmeet Singh', 'Happy Raikoti']"
Annie Lennox/Dave Stewart,Annie Lennox/Dave Stewart,"['Annie Lennox', 'Dave Stewart']"
William Lee Martin,William Lee Martin,['William Lee Martin']
Anders Viken,Anders Viken,['Anders Viken']
Joe Resnek,Joe Resnek,['Joe Resnek']
Idec O Occidente,Idec O Occidente,['Idec O Occidente']
Nicholas Glassen/Ed O'Neill/Daniel Evans/Robert Marcos,Nicholas Glassen/Ed O'Neill/Daniel Evans/Robert Marcos,"['Nicholas Glassen', ""Ed O'Neill"", 'Daniel Evans', 'Robert Marcos']"
DP & Singh Ji,Singh Ji,"['DP', 'Singh Ji']"
ARVEL JERROD/PATTERSON MARCO,ARVEL/JERROD/PATTERSON/MARCO,"['ARVEL JERROD', 'PATTERSON MARCO']"
Darren Malic Carr,Darren Malic Carr,['Darren Malic Carr']
Collard-Watson (Ibrahim & Van Den Ende),,"['Collard-Watson', 'Ibrahim', 'Van Den Ende']"
ILYA/Ariana Grande/Savan Kotecha/Iggy Azalea/Max Martin,ILYA/Ariana Grande/Savan Kotecha/Iggy Azalea/Max Martin,"['ILYA', 'Ariana Grande', 'Savan Kotecha', 'Iggy Azalea', 'Max Martin']"
Percy Mayfield,Percy Mayfield,['Percy Mayfield']
高瀬愛虹/Devin Kinoshita,,"['高瀬愛虹', 'Devin Kinoshita']"
CA BRANNAN DEAN SAMUEL/CA JOLIE BRANDON JAMES THEOPHILUS/CA MOORE WILLIAMS PARIS JOEL/PA P MONEY & LITTLE DEE,BRANNAN DEAN SAMUEL/JOLIE BRANDON JAMES THEOPHILUS/MOORE WILLIAMS PARIS JOEL/P MONEY/LITTLE DEE,"['CA BRANNAN DEAN SAMUEL', 'CA JOLIE BRANDON JAMES THEOPHILUS', 'CA MOORE WILLIAMS PARIS JOEL', 'PA P MONEY', 'LITTLE DEE']"
Heinrich Schütz,Heinrich Schütz,['Heinrich Schütz']
Ross Gordon/Neil Kennedy/Finlay Urquhart/Louis Craighead,Ross Gordon/Neil Kennedy/Finlay Urquhart/Louis Craighead,"['Ross Gordon', 'Neil Kennedy', 'Finlay Urquhart', 'Louis Craighead']"
Mute Song/Robin Guthrie,Robin Guthrie,"['Mute Song', 'Robin Guthrie']"
Erik Thyselius/Christian Ericson/Jonas Sandberg/Joakim Harju/Rickard Dahlberg,Erik Thyselius/Christian Ericson/Jonas Sandberg/Joakim Harju/Rickard Dahlberg,"['Erik Thyselius', 'Christian Ericson', 'Jonas Sandberg', 'Joakim Harju', 'Rickard Dahlberg']"
Marc Moulin,Marc Moulin,['Marc Moulin']
Dano/Mario Carro Pérez,,"['Dano', 'Mario Carro Pérez']"
Shashamane Intl & Sugar Minott,Shashamane Intl/Sugar Minott,"['Shashamane Intl', 'Sugar Minott']"
José Ricaurte,José Ricaurte,['José Ricaurte']
Marin Cretu & Grigore Chirsanov,Marin Cretu/Grigore Chirsanov,"['Marin Cretu', 'Grigore Chirsanov']"
Mark John Petrie/Alexander Hitchens,Alexander Hitchens,"['Mark John Petrie', 'Alexander Hitchens']"
Kevin Gates,Kevin Gates,['Kevin Gates']
TRUE JULIE,TRUE JULIE,['TRUE JULIE']
"John Wilds, Courtney Raley & Jonathan Wolliston",John Wilds/Courtney Raley/Jonathan Wolliston,"['John Wilds', 'Courtney Raley', 'Jonathan Wolliston']"
Jireh Heredia Santil & Jamile Tineo Gonzalez,Jireh Heredia Santil/Jamile Tineo Gonzalez,"['Jireh Heredia Santil', 'Jamile Tineo Gonzalez']"
Eliza Legzdina & Kaveh Ayati,Eliza Legzdina/Kaveh Ayati,"['Eliza Legzdina', 'Kaveh Ayati']"
tomoya/yukina,tomoya/yukina,"['tomoya', 'yukina']"
Copyright Control/Daniel Coscarella,Daniel Coscarella,"['Copyright Control', 'Daniel Coscarella']"
Silly Silky,Silly Silky,['Silly Silky']
Jonny Greenwood/Philip Selway/Thom Yorke/Ed O’Brien/Colin Greenwood,Jonny Greenwood/Philip Selway/Thom Yorke/Ed O’Brien/Colin Greenwood,"['Jonny Greenwood', 'Philip Selway', 'Thom Yorke', 'Ed O’Brien', 'Colin Greenwood']"
Prince,Prince,['Prince']
Mendel Brikman,,['Mendel Brikman']
Dmitry Konstantinov,Dmitry Konstantinov,['Dmitry Konstantinov']
Temistocle Solera/Giuseppe Verdi,Temistocle Solera/Giuseppe Verdi,"['Temistocle Solera', 'Giuseppe Verdi']"
ยินดี รำพัน/กัณพงศ์ สุระกำแหง / จุลเชษฐ์ เลอเกียรติ,,"['ยินดี รำพัน', 'กัณพงศ์ สุระกำแหง', 'จุลเชษฐ์ เลอเกียรติ']"
Sebastian Bautista/Felix G. Betancourt Mejias/Daniel Martínez Martínez,Sebastian Bautista/Felix G. Betancourt Mejias/Daniel Martínez Martínez,"['Sebastian Bautista', 'Felix G. Betancourt Mejias', 'Daniel Martínez Martínez']"
"Anne-Sophie Versnaeyen, Nicolas Bedos",Anne-Sophie Versnaeyen  Nicolas Bedos,"['Anne-Sophie Versnaeyen', 'Nicolas Bedos']"
"Frontiers Records, Oyez!",Oyez!,"['Frontiers Records', 'Oyez!']"
Ramon Claudiu Pal & Ionut Bejinariu,Ramon Claudiu Pal/Ionut Bejinariu,"['Ramon Claudiu Pal', 'Ionut Bejinariu']"
Elsa Mbandula,Elsa Mbandula,['Elsa Mbandula']
WIBERT CHRISTER LENNART,WIBERT CHRISTER LENNART,['WIBERT CHRISTER LENNART']
C.J. Goodearl & Dave Green,C.J. Goodearl/Dave Green,"['C.J. Goodearl', 'Dave Green']"
PELXO,PELXO,['PELXO']
近藤浩治,,['近藤浩治']
Nixon Peter,Nixon Peter,['Nixon Peter']
Kenneth Bryant,Kenneth Bryant,['Kenneth Bryant']
Noel Gallagher,Noel Gallagher,['Noel Gallagher']
Donna Summer/Giorgio Moroder,Donna Summer/Giorgio Moroder,"['Donna Summer', 'Giorgio Moroder']"
So La Lune/Vrsa,So La Lune/Vrsa,"['So La Lune', 'Vrsa']"
Edition Tricky Media/MdW,,"['Edition Tricky Media', 'MdW']"
Mark Farner,Mark Farner,['Mark Farner']
Stone II & FAM ENT,Stone II /FAM ENT,"['Stone II', 'FAM ENT']"
RAFAEL MARIN HERNANDEZ,RAFAEL MARIN HERNANDEZ,['RAFAEL MARIN HERNANDEZ']
JOSHUA A,JOSHUA A,['JOSHUA A']
Srinivas,Srinivas,['Srinivas']
Aaron Hernandez,Aaron Hernandez,['Aaron Hernandez']
"Sony/CMRRA/Kim Deal/Mark Freegard/Harry Fox Agency/ATV Music Publishing/ATV Music Publishing Ltd/Period Music, admin by Sony",Kim Deal/Mark Freegard/ATV Music Publishing,"['Sony', 'CMRRA', 'Kim Deal', 'Mark Freegard', 'Harry Fox Agency', 'ATV Music Publishing', 'ATV Music Publishing Ltd', 'Period Music', 'admin by Sony']"
Gustavo Cerati,Gustavo Cerati,['Gustavo Cerati']
Richard Wagner,Richard Wagner,['Richard Wagner']
Jeff Bhasker/Alex Salibian/Ryan Nasci/Tyler Johnson/Harry Styles/Mitch Rowland,Jeff Bhasker/Alex Salibian/Ryan Nasci/Tyler Johnson/Harry Styles/Mitch Rowland,"['Jeff Bhasker', 'Alex Salibian', 'Ryan Nasci', 'Tyler Johnson', 'Harry Styles', 'Mitch Rowland']"
Hard Rock,Hard Rock,['Hard Rock']
Armando Aceves Jimenez,Armando Aceves Jimenez,['Armando Aceves Jimenez']
